2020-01-14,1
2020-01-15,0
2020-01-16,0
2020-01-17,1
2020-01-18,0
2020-01-19,0
2020-01-20,2
2020-01-21,0
2020-01-22,1
2020-01-23,2
2020-01-24,1
2020-01-25,0
2020-01-26,1
2020-01-27,0
2020-01-28,1
2020-01-29,1
2020-01-30,0
2020-01-31,0
2020-02-01,1
2020-02-02,2
2020-02-03,2
2020-02-04,1
2020-02-05,1
2020-02-06,1
2020-02-07,2
2020-02-08,0
2020-02-09,0
2020-02-10,4
2020-02-11,0
2020-02-12,1
2020-02-13,0
2020-02-14,1
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,1
2020-02-19,0
2020-02-20,3
2020-02-21,0
2020-02-22,0
2020-02-23,1
2020-02-24,2
2020-02-25,3
2020-02-26,2
2020-02-27,2
2020-02-28,3
2020-02-29,0
2020-03-01,2
2020-03-02,1
2020-03-03,5
2020-03-04,3
2020-03-05,1
2020-03-06,6
2020-03-07,2
2020-03-08,4
2020-03-09,4
2020-03-10,9
2020-03-11,3
2020-03-12,7
2020-03-13,6
2020-03-14,6
2020-03-15,14
2020-03-16,17
2020-03-17,18
2020-03-18,23
2020-03-19,25
2020-03-20,34
2020-03-21,18
2020-03-22,36
2020-03-23,61
2020-03-24,47
2020-03-25,63
2020-03-26,67
2020-03-27,91
2020-03-28,95
2020-03-29,99
2020-03-30,158
2020-03-31,106
2020-04-01,158
2020-04-02,121
2020-04-03,164
2020-04-04,149
2020-04-05,118
2020-04-06,137
2020-04-07,125
2020-04-08,100
2020-04-09,78
2020-04-10,124
2020-04-11,89
2020-04-12,69
2020-04-13,87
2020-04-14,63
2020-04-15,61
2020-04-16,64
2020-04-17,58
2020-04-18,52
2020-04-19,40
2020-04-20,53
2020-04-21,43
2020-04-22,41
2020-04-23,30
2020-04-24,28
2020-04-25,33
2020-04-26,23
2020-04-27,28
2020-04-28,32
2020-04-29,34
2020-04-30,17
2020-05-01,25
2020-05-02,15
2020-05-03,21
2020-05-04,16
2020-05-05,11
2020-05-06,7
2020-05-07,5
2020-05-08,5
2020-05-09,6
2020-05-10,5
2020-05-11,3
2020-05-12,5
2020-05-13,4
2020-05-14,3
2020-05-15,6
2020-05-16,7
2020-05-17,4
2020-05-18,5
2020-05-19,5
2020-05-20,9
2020-05-21,5
2020-05-22,7
2020-05-23,10
2020-05-24,15
2020-05-25,7
2020-05-26,19
2020-05-27,13
2020-05-28,21
2020-05-29,13
2020-05-30,10
2020-05-31,13
2020-06-01,14
2020-06-02,13
2020-06-03,12
2020-06-04,21
2020-06-05,15
2020-06-06,20
2020-06-07,14
2020-06-08,23
2020-06-09,17
2020-06-10,31
2020-06-11,19
2020-06-12,24
2020-06-13,17
2020-06-14,26
2020-06-15,22
2020-06-16,33
2020-06-17,29
2020-06-18,24
2020-06-19,25
2020-06-20,49
2020-06-21,33
2020-06-22,47
2020-06-23,58
2020-06-24,57
2020-06-25,42
2020-06-26,46
2020-06-27,66
2020-06-28,65
2020-06-29,88
2020-06-30,115
2020-07-01,123
2020-07-02,103
2020-07-03,108
2020-07-04,103
2020-07-05,103
2020-07-06,169
2020-07-07,152
2020-07-08,133
2020-07-09,151
2020-07-10,161
2020-07-11,167
2020-07-12,168
2020-07-13,184
2020-07-14,164
2020-07-15,155
2020-07-16,169
2020-07-17,151
2020-07-18,165
2020-07-19,173
2020-07-20,211
2020-07-21,184
2020-07-22,189
2020-07-23,158
2020-07-24,176
2020-07-25,180
2020-07-26,224
2020-07-27,219
2020-07-28,230
2020-07-29,200
2020-07-30,193
2020-07-31,186
2020-08-01,231
2020-08-02,200
2020-08-03,234
2020-08-04,223
2020-08-05,183
2020-08-06,130
2020-08-07,163
2020-08-08,140
2020-08-09,141
2020-08-10,177
2020-08-11,179
2020-08-12,157
2020-08-13,137
2020-08-14,145
2020-08-15,165
2020-08-16,135
2020-08-17,159
2020-08-18,126
2020-08-19,114
2020-08-20,106
2020-08-21,89
2020-08-22,118
2020-08-23,90
2020-08-24,123
2020-08-25,123
2020-08-26,93
2020-08-27,88
2020-08-28,86
2020-08-29,91
2020-08-30,68
2020-08-31,96
2020-09-01,114
2020-09-02,88
2020-09-03,92
2020-09-04,108
2020-09-05,103
2020-09-06,88
2020-09-07,100
2020-09-08,107
2020-09-09,106
2020-09-10,91
2020-09-11,67
2020-09-12,97
2020-09-13,74
2020-09-14,130
2020-09-15,93
2020-09-16,93
2020-09-17,94
2020-09-18,76
2020-09-19,65
2020-09-20,72
2020-09-21,97
2020-09-22,113
2020-09-23,108
2020-09-24,104
2020-09-25,108
2020-09-26,95
2020-09-27,83
2020-09-28,112
2020-09-29,106
2020-09-30,85
2020-10-01,128
2020-10-02,98
2020-10-03,99
2020-10-04,91
2020-10-05,108
2020-10-06,112
2020-10-07,113
2020-10-08,138
2020-10-09,118
2020-10-10,115
2020-10-11,93
2020-10-12,138
2020-10-13,108
2020-10-14,98
2020-10-15,86
2020-10-16,99
2020-10-17,74
2020-10-18,76
2020-10-19,109
2020-10-20,122
2020-10-21,102
2020-10-22,91
2020-10-23,118
2020-10-24,99
2020-10-25,96
2020-10-26,129
2020-10-27,98
2020-10-28,109
2020-10-29,99
2020-10-30,126
2020-10-31,113
2020-11-01,117
2020-11-02,173
2020-11-03,185
2020-11-04,156
2020-11-05,177
2020-11-06,184
2020-11-07,159
2020-11-08,167
2020-11-09,208
2020-11-10,223
2020-11-11,229
2020-11-12,223
2020-11-13,231
2020-11-14,231
2020-11-15,243
2020-11-16,289
2020-11-17,321
2020-11-18,287
2020-11-19,253
2020-11-20,266
2020-11-21,229
2020-11-22,198
2020-11-23,231
2020-11-24,278
2020-11-25,243
2020-11-26,236
2020-11-27,262
2020-11-28,224
2020-11-29,239
2020-11-30,281
2020-12-01,281
2020-12-02,301
2020-12-03,281
2020-12-04,293
2020-12-05,249
2020-12-06,262
2020-12-07,336
2020-12-08,369
2020-12-09,336
2020-12-10,363
2020-12-11,322
2020-12-12,333
2020-12-13,329
2020-12-14,457
2020-12-15,432
2020-12-16,461
2020-12-17,396
2020-12-18,387
2020-12-19,383
2020-12-20,447
2020-12-21,543
2020-12-22,595
2020-12-23,561
2020-12-24,520
2020-12-25,571
2020-12-26,579
2020-12-27,608
2020-12-28,708
2020-12-29,762
2020-12-30,846
2020-12-31,915
2021-01-01,1160
2021-01-02,1296
2021-01-03,1328
2021-01-04,1524
2021-01-05,1396
2021-01-06,1365
2021-01-07,1178
2021-01-08,1040
2021-01-09,962
2021-01-10,900
2021-01-11,902
2021-01-12,1032
2021-01-13,899
2021-01-14,736
2021-01-15,738
2021-01-16,701
2021-01-17,598
2021-01-18,717
2021-01-19,611
2021-01-20,551
2021-01-21,541
2021-01-22,540
2021-01-23,443
2021-01-24,427
2021-01-25,511
2021-01-26,424
2021-01-27,441
2021-01-28,364
2021-01-29,361
2021-01-30,309
2021-01-31,264
2021-02-01,352
2021-02-02,371
2021-02-03,307
2021-02-04,279
2021-02-05,274
2021-02-06,241
2021-02-07,210
2021-02-08,245
2021-02-09,218
2021-02-10,226
2021-02-11,203
2021-02-12,228
2021-02-13,214
2021-02-14,197
2021-02-15,225
2021-02-16,184
2021-02-17,190
2021-02-18,186
2021-02-19,171
2021-02-20,174
2021-02-21,143
2021-02-22,180
2021-02-23,178
2021-02-24,175
2021-02-25,153
2021-02-26,155
2021-02-27,131
2021-02-28,159
2021-03-01,184
2021-03-02,193
2021-03-03,163
2021-03-04,189
2021-03-05,166
2021-03-06,172
2021-03-07,166
2021-03-08,197
2021-03-09,202
2021-03-10,181
2021-03-11,195
2021-03-12,204
2021-03-13,207
2021-03-14,172
2021-03-15,270
2021-03-16,227
2021-03-17,202
2021-03-18,208
2021-03-19,245
2021-03-20,227
2021-03-21,189
2021-03-22,266
2021-03-23,258
2021-03-24,257
2021-03-25,248
2021-03-26,220
2021-03-27,217
2021-03-28,241
2021-03-29,290
2021-03-30,281
2021-03-31,261
2021-04-01,310
2021-04-02,312
2021-04-03,334
2021-04-04,280
2021-04-05,353
2021-04-06,377
2021-04-07,350
2021-04-08,309
2021-04-09,344
2021-04-10,320
2021-04-11,377
2021-04-12,479
2021-04-13,466
2021-04-14,514
2021-04-15,448
2021-04-16,479
2021-04-17,464
2021-04-18,459
2021-04-19,602
2021-04-20,570
2021-04-21,540
2021-04-22,530
2021-04-23,510
2021-04-24,498
2021-04-25,522
2021-04-26,650
2021-04-27,646
2021-04-28,642
2021-04-29,550
2021-04-30,570
2021-05-01,595
2021-05-02,541
2021-05-03,592
2021-05-04,530
2021-05-05,604
2021-05-06,589
2021-05-07,598
2021-05-08,496
2021-05-09,431
2021-05-10,405
2021-05-11,363
2021-05-12,254
2021-05-13,101
2021-05-14,23
2021-05-15,1
